[FSVAE]: epoch: 132, g_loss: 90.2669, acc: 96.1171%, nmi: 0.9076, t_acc: 96.0967%, t_nmi: 0.9072
[FSVAE]: epoch: 133, g_loss: 90.2300, acc: 96.1086%, nmi: 0.9071, t_acc: 96.0883%, t_nmi: 0.9068
[FSVAE]: epoch: 134, g_loss: 90.2533, acc: 96.1543%, nmi: 0.9077, t_acc: 96.1267%, t_nmi: 0.9073
[FSVAE]: epoch: 135, g_loss: 90.2284, acc: 96.1357%, nmi: 0.9078, t_acc: 96.0900%, t_nmi: 0.9068
[FSVAE]: epoch: 136, g_loss: 90.1433, acc: 96.1886%, nmi: 0.9082, t_acc: 96.1583%, t_nmi: 0.9077
[FSVAE]: epoch: 137, g_loss: 90.1300, acc: 96.1471%, nmi: 0.9082, t_acc: 96.1217%, t_nmi: 0.9077
[FSVAE]: epoch: 138, g_loss: 90.0781, acc: 96.0843%, nmi: 0.9079, t_acc: 96.0450%, t_nmi: 0.9072
[FSVAE]: epoch: 139, g_loss: 90.0069, acc: 96.1586%, nmi: 0.9085, t_acc: 96.1283%, t_nmi: 0.9079
[FSVAE]: epoch: 140, g_loss: 89.9681, acc: 96.1329%, nmi: 0.9083, t_acc: 96.0883%, t_nmi: 0.9074
[FSVAE]: epoch: 141, g_loss: 89.9178, acc: 96.2457%, nmi: 0.9098, t_acc: 96.2383%, t_nmi: 0.9097
[FSVAE]: epoch: 142, g_loss: 89.8899, acc: 96.2300%, nmi: 0.9099, t_acc: 96.1967%, t_nmi: 0.9092
[FSVAE]: epoch: 143, g_loss: 89.8014, acc: 96.1886%, nmi: 0.9091, t_acc: 96.1850%, t_nmi: 0.9091
[FSVAE]: epoch: 144, g_loss: 89.8848, acc: 96.1886%, nmi: 0.9090, t_acc: 96.1450%, t_nmi: 0.9083
[FSVAE]: epoch: 145, g_loss: 89.8000, acc: 96.0457%, nmi: 0.9062, t_acc: 96.0117%, t_nmi: 0.9057
[FSVAE]: epoch: 146, g_loss: 89.7541, acc: 96.1229%, nmi: 0.9082, t_acc: 96.0817%, t_nmi: 0.9075
